"BehaviorSpace results (NetLogo 6.2.0)"
"main.nlogo"
"experiment"
"11/07/2021 21:19:00:699 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","2","2","3","3","4","4"
"starting_food","20",,"15",,"10",,"5",
"show_energy","true",,"true",,"true",,"true",
"starting_normal_waste","13",,"13",,"13",,"13",
"max_waste","5",,"5",,"5",,"5",
"show_waste","true",,"true",,"true",,"true",
"food_energy_amount","40",,"40",,"40",,"40",
"starting_toxic_waste","13",,"13",,"13",,"13",
"n_deposits","10",,"10",,"10",,"10",
"num_cleaners","30",,"30",,"30",,"30",
"num_gluttons","30",,"30",,"30",,"30",
"starting_energy","100",,"100",,"100",,"100",
"[reporter]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
"[final]","0","30","0","30","0","30","0","30"
"[min]","0","30","0","30","0","30","0","30"
"[max]","30","30","30","30","30","30","30","30"
"[mean]","7.36036396360364","30","4.233876612338766","30","0.9777022297770223","30","0.2862713728627137","30"
"[steps]","10000","10000","10000","10000","10000","10000","10000","10000"

"[all run data]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
,"18","30","17","30","4","30","0","30"
,"18","30","17","30","4","30","0","30"
,"18","30","17","30","4","30","0","30"
,"18","30","17","30","4","30","0","30"
,"18","30","17","30","4","30","0","30"
,"18","30","16","30","4","30","0","30"
,"18","30","16","30","4","30","0","30"
,"18","30","16","30","4","30","0","30"
,"18","30","16","30","4","30","0","30"
,"18","30","16","30","4","30","0","30"
,"18","30","16","30","4","30","0","30"
,"18","30","16","30","3","30","0","30"
,"18","30","16","30","3","30","0","30"
,"18","30","16","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","15","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","3","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","2","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"18","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","14","30","1","30","0","30"
,"17","30","13","30","1","30","0","30"
,"17","30","13","30","1","30","0","30"
,"17","30","13","30","1","30","0","30"
,"17","30","13","30","1","30","0","30"
,"17","30","13","30","1","30","0","30"
,"17","30","13","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"17","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","12","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
,"16","30","11","30","1","30","0","30"
